seed,IGD,HV
0,0.03224287567070027,5.713126631110051
1,0.010383262523843625,5.820770800189521
2,0.015289271628002296,5.786290037614072
3,0.03629388042241706,5.695861215780088
4,0.04546074565901645,5.667677766154111
5,0.01675380488833394,5.77271214432704
6,0.024286981811237136,5.744276864061435
7,0.020396007210263942,5.763493930903174
8,0.01745876100931709,5.777986893886571
9,0.04612126054102087,5.663370015483342
10,0.02035635619764845,5.745378846434318
11,0.02169781117590643,5.756871017599177
12,0.012230367220058587,5.807306623380363
13,0.015561445828916809,5.78661195457678
14,0.04321099228531569,5.67640514569623
15,0.035524773015202925,5.702294672822632
16,0.032835262563024076,5.711339937845952
17,0.014919239866430099,5.799506924753887
18,0.03174025723417113,5.713164688240655
19,0.024844848501251376,5.705276235982599
20,0.025428413213225892,5.742019496659062
21,0.025028414926498717,5.7406946237071415
22,0.022458506226949355,5.7513719341040375
23,0.020862406439500197,5.757384102104143
24,0.019460238996350132,5.768857394789662
25,0.03623587013917871,5.698406582629094
26,0.013628242644840274,5.804267190420093
27,0.03743418324716078,5.6959990424673395
28,0.00825879797986075,5.840173862015622
29,0.16215178953367662,5.372070296193304
